Date,Country,Local,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee type,Critical Risk,Description,Year,Month,Day,Weekday,WeekofYear,Season,Description_preprocessed
2016-03-13,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others,"The mechanic assistant after throwing the wooden blocks of support of the stabilizer of the Hiab crane truck to the ground, when descending from the truck by the access ladder when arriving at the last step jumps towards the ground - height of 69cm - treading the edge of one of The wooden blocks cause an injury to the left ankle.",2016,3,13,Sunday,10,Autumn,mechanic assistant after throwing wooden block support stabilizer hab crane truck ground descending truck access ladder arriving last step jump towards ground height ecm treading edge one wooden block injury left ankle
2016-03-12,Country_02,Local_07,Mining,III,IV,Male,Employee,Others,"By manually moving a steel cabinet for disposal with the help of another employee, the operator had his finger pressed down between the wall and the cabinet causing injury.",2016,3,12,Saturday,10,Autumn,manually moving steel cabinet disposal help another employee operator finger pressed between wall cabinet causing injury
2016-03-14,Country_01,Local_06,Metals,II,III,Male,Third Party (Remote),Chemical substances,"During the discharge of waste, the operator proceeds to remove a bag that was under the hose rolled, in this circumstance one of the ends of the hose moves in the direction of the face of the driver, projecting the liquid contained in it and impacting it on the ear and part of the face.",2016,3,14,Monday,11,Autumn,discharge waste operator proceeds remove bag hose rolled circumstance one end hose move direction face driver projecting liquid contained impacting ear part face
2016-03-13,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"In circumstances that the Operator 176 was going from level 620 to level 640, he noticed that the hydraulic pump's inspection cover (18 ""x32"" x3 / 8 "", 15 Kg approx.) Was about to fall, so he stopped the equipment, activates the cats and climbs up the upper part of the equipment and in moments that accommodated the cover it slides on its middle finger causing the injury.",2016,3,13,Sunday,10,Autumn,circumstance operator 176 going level 620 level 640 noticed hydraulic pump inspection cover 18 xu xu 8 15 keg approx fall stopped equipment activates cat climb upper part equipment moment accommodated cover slide middle finger causing injury
2016-03-16,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"When installing the ripper pin of the tractor D6T-N1, the ripper support arm slides by pressing the second and third fingers of the right hand against the base of the ripper causing the injury described.",2016,3,16,Wednesday,11,Autumn,installing ripper pin tractor d6tn1 ripper support arm slide pressing second third finger right hand base ripper causing injury described
2016-03-10,Country_02,Local_05,Metals,I,II,Male,Employee,Pressed,"The employee reports that when he lowered the cloths in the purification, he arranged the cart so that it would not grab the pipe, pressing his left hand between the cloths and the cart.",2016,3,10,Thursday,10,Autumn,employee report lowered cloth purification arranged cart would not grab pipe pressing left hand between cloth cart
2016-03-17,Country_01,Local_01,Mining,I,II,Male,Third Party,Others,"At the end of the loading of explosives on the work front, the master loader enters to verify the mooring of the blasting accessories, when retiring from the top (1.5 m), he hears the sound of fragments of rock rolling through the support mesh, directs its gaze towards the crown in a vertical form, at which point a small fragment of rock (2x3x2cm; 36gr) passes through the openings of the mesh. sustaining impact on the forehead. At the time of the event the collaborator used his helmet and safety lens and the front was with support to the top and sacrifice mesh. The opening of the support mesh is 3 ""x 3"".",2016,3,17,Thursday,11,Autumn,end loading explosive work front master loader enters verify mooring blasting accessory retiring top 15 hears sound fragment rock rolling support mesh directs gaze towards crown vertical form point small fragment rock 2x3x2cm agr pass opening mesh sustaining impact forehead time event collaborator used helmet safety lens front support top sacrifice mesh opening support mesh 3 3
2016-03-16,Country_02,Local_08,Metals,II,II,Male,Employee,Manual Tools,"The employee, when performing the adjustment / tightening operation of the cutter blade with which he worked, was neglected, the key to slip, causing the blade of the equipment to hit him, causing a blunt cut on his right forearm.",2016,3,16,Wednesday,11,Autumn,employee performing adjustment tightening operation cutter blade worked neglected key slip causing blade equipment hit causing blunt cut right forearm
2016-03-18,Country_01,Local_04,Mining,IV,IV,Male,Third Party,Others,"Approximately at 11:50 a.m. in circumstances that the Messrs. of the truck crane) and William de la Cruz culminated the shipment of 03 blocks of metal plates with an approximate weight of 1800 Kg. Mr. William de the Cross (rigger) climbs onto the truck to remove the sling, places both feet under the stretcher that supported the metal plates. At that moment the central part of the stretcher is broken, as a result of which the two feet are imprisoned producing the injury.",2016,3,18,Friday,11,Autumn,approximately circumstance mess truck crane william de la cruz culminated shipment 03 block metal plate approximate weight 1800 keg william de cross rigger climb onto truck remove sling place foot stretcher supported metal plate moment central part stretcher broken result two foot imprisoned producing injury
2016-03-19,Country_01,Local_01,Mining,I,III,Male,Employee,Others,"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",2016,3,19,Saturday,11,Autumn,placement last support mesh cloth work moment ground injured collaborator reached electrowelded mesh operator scissor bolter positioned basket pressing mesh one protruding end mesh cross leather glove causing injury right hand
2016-03-14,Country_02,Local_05,Metals,I,IV,Male,Employee,Chemical substances,The employee checked for acid leakage in the shipping area when he was hit by splashes of solution in his right hemiface.,2016,3,14,Monday,11,Autumn,employee checked acid leakage shipping area hit splash solution right herface
2016-03-18,Country_02,Local_05,Metals,I,IV,Male,Employee,Fall prevention (same level),"The employee was clearing the liquid zinc pump from oven 04, when he stepped on the platform and became unbalanced with a twist in his left foot.",2016,3,18,Friday,11,Autumn,employee clearing liquid zinc pump oven 04 stepped platform became unbalanced twist left foot
